pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,cb_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
Kepler-341 c,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.01041,4.9e-05,-4.9e-05,0,0.08,,,0,1.7,0.86,-0.86,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6012.0,200.0,-200.0,0,1.02,0.52,-0.52,0,,,,,,,,,,,,,4.44,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1194 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.22371307,8.867e-05,-8.867e-05,0,,,,,1.51,0.12,-0.09,0,,,,,,,,,,,,,,,,,,,,,0.0151,0.00067,-0.00049,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5590.0,97.14,-79.79,0,0.92,0.06,-0.05,0,0.94,0.04,-0.04,0,0.0,0.104,-0.105,0,,,,,4.49,0.04,-0.06,0,4.79,3.44,-2.8,0,,,,,,,,,2016-05-06
Kepler-267 d,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.464515,0.00018,-0.00018,0,0.154,,,0,2.27,0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4258.0,100.0,-100.0,0,0.56,0.02,-0.02,0,,,,,,,,,,,,,4.73,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1420 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.69960006,4.5e-05,-4.5e-05,0,,,,,1.28,0.14,-0.12,0,,,,,,,,,,,,,,,,,,,,,0.01519,0.00089,-0.00082,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5187.0,207.12,-171.94,0,0.79,0.07,-0.06,0,0.82,0.06,-0.06,0,-0.1,0.167,-0.194,0,,,,,4.57,0.04,-0.06,0,4.9,5.79,-3.1,0,,,,,,,,,2016-05-06
Kepler-110 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.691112,3.6e-05,-3.6e-05,0,0.107,,,0,1.83,0.36,-0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5960.0,153.0,-153.0,0,1.15,0.23,-0.23,0,,,,,,,,,,,,,4.33,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-331 c,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.28111,6.4e-05,-6.4e-05,0,0.105,,,0,1.84,0.19,-0.19,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4347.0,200.0,-200.0,0,0.49,0.05,-0.05,0,,,,,,,,,,,,,4.77,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-386 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.193458,0.000342,-0.000342,0,0.155,,,0,1.58,0.89,-0.89,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5178.0,200.0,-200.0,0,0.77,0.43,-0.43,0,,,,,,,,,,,,,4.56,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1039 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.93488424,8.7e-07,-8.7e-07,0,,,,,1.46,0.09,-0.22,0,,,,,,,,,,,,,,,,,,,,,0.01774,0.00011,-0.00255,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4870.0,194.18,-173.27,0,0.74,0.04,-0.04,0,0.79,0.05,-0.04,0,0.01,0.15,-0.164,0,,,,,4.6,0.03,-0.04,0,4.37,5.92,-2.57,0,,,,,,,,,2016-05-06
Kepler-248 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.308205,1e-05,-1e-05,0,0.066,,,0,3.02,0.36,-0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5190.0,161.0,-161.0,0,0.83,0.1,-0.1,0,,,,,,,,,,,,,4.57,0.2,-0.2,0,,,,,,,,,,,,,2014-05-14
Kepler-1200 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.11854972,3.12e-06,-3.12e-06,0,,,,,1.06,0.06,-0.08,0,,,,,,,,,,,,,,,,,,,,,0.01432,0.00052,-0.00086,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4612.0,101.02,-139.97,0,0.7,0.03,-0.04,0,0.74,0.04,-0.05,0,0.04,0.156,-0.196,0,,,,,4.63,0.02,-0.03,0,3.02,5.91,-1.48,0,,,,,,,,,2016-05-06
Kepler-231 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.065275,2.7e-05,-2.7e-05,0,0.074,,,0,1.73,0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3767.0,150.0,-150.0,0,0.49,0.02,-0.02,0,,,,,,,,,,,,,4.78,0.2,-0.2,0,,,,,,,,,,,,,2014-05-14
Kepler-1459 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,62.8691611,0.0009586,-0.0009586,0,,,,,1.36,0.1,-0.08,0,,,,,,,,,,,,,,,,,,,,,0.01666,0.00118,-0.00062,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4828.0,42.43,-40.76,0,0.74,0.02,-0.03,0,0.78,0.03,-0.04,0,0.01,0.15,-0.161,0,,,,,4.61,0.02,-0.04,0,3.89,5.97,-2.2,0,,,,,,,,,2016-05-06
Kepler-354 c,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.934402,0.000228,-0.000228,0,0.115,,,0,1.31,0.42,-0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4648.0,200.0,-200.0,0,0.67,0.21,-0.21,0,,,,,,,,,,,,,4.63,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-518 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.51203588,4.5e-06,-4.5e-06,0,,,,,2.11,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,0.022,0.0003,-0.00011,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5842.0,57.63,-51.77,0,0.88,0.02,-0.02,0,0.96,0.02,-0.02,0,-0.23,0.079,-0.083,0,,,,,4.53,0.01,-0.01,0,1.35,0.47,-0.24,0,,,,,,,,,2016-05-06
Kepler-527 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.28535633,2.409e-05,-2.409e-05,0,,,,,2.84,1.35,-0.46,0,,,,,,,,,,,,,,,,,,,,,0.01808,0.00029,-0.00016,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6388.0,115.33,-136.67,0,1.45,0.69,-0.24,0,1.28,0.22,-0.12,0,0.03,0.122,-0.16,0,,,,,4.22,0.12,-0.26,0,2.4,0.727,-0.685,0,,,,,,,,,2016-05-06
Kepler-1145 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.97076766,1.11e-05,-1.11e-05,0,,,,,1.4,0.11,-0.11,0,,,,,,,,,,,,,,,,,,,,,0.01708,0.00075,-0.00051,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5064.0,161.02,-117.37,0,0.75,0.05,-0.05,0,0.79,0.05,-0.05,0,-0.13,0.177,-0.193,0,,,,,4.59,0.04,-0.05,0,4.79,6.13,-2.99,0,,,,,,,,,2016-05-06
Kepler-206 b,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.781987,5.8e-05,-5.8e-05,0,0.078,,,0,1.2,0.24,-0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5764.0,100.0,-100.0,0,1.19,0.23,-0.23,0,,,,,,,,,,,,,4.31,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1074 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.94566534,1.443e-05,-1.443e-05,0,,,,,1.25,0.24,-0.09,0,,,,,,,,,,,,,,,,,,,,,0.01984,0.00382,-0.00128,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4002.0,33.45,-33.56,0,0.57,0.02,-0.02,0,0.6,0.02,-0.03,0,-0.06,0.08,-0.09,0,,,,,4.7,0.01,-0.01,0,3.55,5.12,-1.86,0,,,,,,,,,2016-05-06
Kepler-202 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.069427,7e-06,-7e-06,0,0.045,,,0,1.63,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4668.0,100.0,-100.0,0,0.67,0.03,-0.03,0,,,,,,,,,,,,,4.65,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Lupus-TR-3 b,1,1,1,Transit,1,0,0,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,3.91405,4e-05,-4e-05,0,0.0464,0.0007,-0.0007,0,9.976,0.785,-0.785,0,0.81,0.18,-0.18,0,0.0,,,0,,,,,,,,,,,,,,,,,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,,5000.0,150.0,,0,0.82,0.05,,0,0.87,0.04,,0,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-14
Kepler-1422 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.6051942,0.0003246,-0.0003246,0,,,,,2.02,0.41,-0.27,0,,,,,,,,,,,,,,,,,,,,,0.01491,0.00082,-0.00069,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6194.0,143.17,-121.64,0,1.23,0.24,-0.15,0,1.15,0.09,-0.08,0,0.0,0.136,-0.165,0,,,,,4.32,0.09,-0.13,0,3.02,1.18,-1.3,0,,,,,,,,,2016-05-06
Kepler-678 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.27503724,4.27e-06,-4.27e-06,0,,,,,5.14,0.66,-0.35,0,,,,,,,,,,,,,,,,,,,,,0.05184,3e-05,-0.00139,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5520.0,72.95,-108.11,0,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0,0.07,0.157,-0.15,0,,,,,4.5,0.05,-0.12,0,4.47,5.63,-2.81,0,,,,,,,,,2016-05-06
Kepler-827 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,51.92927591,9.288e-05,-9.288e-05,0,,,,,5.63,0.7,-0.46,0,,,,,,,,,,,,,,,,,,,,,0.05652,0.00085,-0.00061,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5602.0,179.4,-142.49,0,0.91,0.11,-0.07,0,0.93,0.07,-0.06,0,-0.06,0.151,-0.181,0,,,,,4.5,0.06,-0.11,0,4.37,4.8,-2.62,0,,,,,,,,,2016-05-06
Kepler-185 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.729042,9.7e-05,-9.7e-05,0,0.139,,,0,2.02,1.17,-1.17,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5208.0,200.0,-200.0,0,0.81,0.46,-0.46,0,,,,,,,,,,,,,4.54,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-317 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.77501,0.000113,-0.000113,0,0.083,,,0,1.72,0.79,-0.79,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5497.0,200.0,-200.0,0,0.94,0.43,-0.43,0,,,,,,,,,,,,,4.49,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1349 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.12823928,1.057e-05,-1.057e-05,0,,,,,0.7,0.63,-0.11,0,,,,,,,,,,,,,,,,,,,,,0.00464,0.00023,-9e-05,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6086.0,98.49,-194.89,0,1.28,1.15,-0.19,0,1.16,0.41,-0.08,0,0.03,0.158,-0.226,0,,,,,4.29,0.13,-0.43,0,2.88,1.36,-1.56,0,,,,,,,,,2016-05-06
Kepler-1365 b,1,1,2,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.69993485,4.726e-05,-4.726e-05,0,,,,,0.92,0.14,-0.1,0,,,,,,,,,,,,,,,,,,,,,0.00783,0.00025,-0.0004,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5770.0,86.4,-88.36,0,1.05,0.15,-0.1,0,1.0,0.04,-0.04,0,0.03,0.089,-0.097,0,,,,,4.39,0.08,-0.11,0,6.03,2.39,-3.35,0,,,,,,,,,2016-05-06
Kepler-1104 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.03728015,1.378e-05,-1.378e-05,0,,,,,1.23,0.14,-0.1,0,,,,,,,,,,,,,,,,,,,,,0.00819,0.00029,-0.00019,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6417.0,90.52,-84.06,0,1.41,0.15,-0.1,0,1.3,0.06,-0.05,0,0.13,0.097,-0.099,0,,,,,4.25,0.06,-0.07,0,2.04,0.576,-0.586,0,,,,,,,,,2016-05-06
Kepler-380 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.630004,7.3e-05,-7.3e-05,0,0.078,,,0,1.27,0.28,-0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6045.0,147.0,-147.0,0,1.22,0.24,-0.24,0,,,,,,,,,,,,,4.29,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-639 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.21420496,2.131e-05,-2.131e-05,0,,,,,2.38,0.55,-0.34,0,,,,,,,,,,,,,,,,,,,,,0.01673,0.00207,-0.00056,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5896.0,76.96,-59.62,0,1.29,0.26,-0.18,0,1.14,0.09,-0.06,0,0.23,0.078,-0.073,0,,,,,4.27,0.12,-0.13,0,4.37,1.16,-1.7,0,,,,,,,,,2016-05-06
Kepler-178 c,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.552802,6.6e-05,-6.6e-05,0,0.142,,,0,2.88,1.23,-1.23,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5676.0,200.0,-200.0,0,1.07,0.45,-0.45,0,,,,,,,,,,,,,4.33,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-329 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.416397,4.6e-05,-4.6e-05,0,0.061,,,0,1.4,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4257.0,200.0,-200.0,0,0.52,0.05,-0.05,0,,,,,,,,,,,,,4.74,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1590 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.61760804,4.334e-05,-4.334e-05,0,,,,,1.14,0.34,-0.15,0,,,,,,,,,,,,,,,,,,,,,0.00928,0.00042,-0.00042,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6053.0,122.92,-137.0,0,1.16,0.34,-0.14,0,1.11,0.1,-0.07,0,0.03,0.134,-0.161,0,,,,,4.35,0.09,-0.19,0,3.39,1.6,-1.62,0,,,,,,,,,2016-05-06
Kepler-208 e,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.259458,0.000176,-0.000176,0,0.132,,,0,1.48,0.28,-0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6092.0,100.0,-100.0,0,1.31,0.24,-0.24,0,,,,,,,,,,,,,4.26,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-198 b,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.790037,3.5e-05,-3.5e-05,0,0.131,,,0,2.82,0.42,-0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5574.0,100.0,-100.0,0,0.94,0.14,-0.14,0,,,,,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-621 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.62811375,1.77e-06,-1.77e-06,0,,,,,2.3,0.07,-0.19,0,,,,,,,,,,,,,,,,,,,,,0.03107,0.00012,-0.00234,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4521.0,73.87,-51.47,0,0.68,0.02,-0.02,0,0.72,0.02,-0.03,0,-0.02,0.111,-0.102,0,,,,,4.63,0.01,-0.02,0,3.63,5.26,-1.91,0,,,,,,,,,2016-05-06
Kepler-190 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.019999,3e-06,-3e-06,0,0.03,,,0,1.56,0.11,-0.11,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5106.0,100.0,-100.0,0,0.8,0.05,-0.05,0,,,,,,,,,,,,,4.56,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-484 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.04556931,7.2e-06,-7.2e-06,0,,,,,2.28,0.07,-0.05,0,,,,,,,,,,,,,,,,,,,,,0.02353,0.0004,-0.00017,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5668.0,54.61,-48.74,0,0.87,0.02,-0.02,0,0.96,0.02,-0.03,0,-0.1,0.09,-0.085,0,,,,,4.54,0.01,-0.01,0,1.48,0.654,-0.326,0,,,,,,,,,2016-05-06
